worker_type,spouse_type,birth_yr,claim_age,age,year,marginal_irr_scheduled,marginal_irr_payable
medium,high,1940,65,59,1999,-0.07768060976643765,-0.07768060976643765
medium,high,1940,65,60,2000,-0.1388635063001714,-0.1388635063001714
medium,high,1940,65,61,2001,-0.22323991984526703,-0.22323991984526703
medium,high,1940,65,62,2002,-0.35456272273079115,-0.35456272273079115
medium,high,1940,65,63,2003,-0.5665468948371639,-0.5665468948371639
medium,high,1940,65,64,2004,-0.8709574167263971,-0.8709574167263971
medium,high,1945,65,21,1966,NA,NA
medium,high,1945,65,22,1967,NA,NA
medium,high,1945,65,23,1968,NA,NA
medium,high,1945,65,24,1969,NA,NA
medium,high,1945,65,25,1970,NA,NA
medium,high,1945,65,26,1971,NA,NA
medium,high,1945,65,27,1972,NA,NA
medium,high,1945,65,28,1973,NA,NA
medium,high,1945,65,29,1974,NA,NA
medium,high,1945,65,30,1975,-0.005543544145611978,-0.005543544145611978
medium,high,1945,65,31,1976,-0.06419592236784744,-0.06419592236784744
medium,high,1945,65,32,1977,-0.0608684831687516,-0.0608684831687516
medium,high,1945,65,33,1978,-0.09169796360287319,-0.09169796360287319
medium,high,1945,65,34,1979,-0.09442132783609514,-0.09442132783609514
medium,high,1945,65,35,1980,-0.09512525792816406,-0.09512525792816406
medium,high,1945,65,36,1981,-0.10188261806342858,-0.10188261806342858
medium,high,1945,65,37,1982,-0.12192248410768247,-0.12192248410768247
medium,high,1945,65,38,1983,-0.10578750213286581,-0.10578750213286581
medium,high,1945,65,39,1984,-0.12859735018436336,-0.12859735018436336
medium,high,1945,65,40,1985,-0.12506985628321488,-0.12506985628321488
medium,high,1945,65,41,1986,-0.12294173475134451,-0.12294173475134451
medium,high,1945,65,42,1987,-0.1454405721293277,-0.1454405721293277
medium,high,1945,65,43,1988,-0.0540952971269153,-0.0540952971269153
medium,high,1945,65,44,1989,0.026567357205188546,0.026567357205188546
medium,high,1945,65,45,1990,0.026783497317906413,0.026783497317906413
medium,high,1945,65,46,1991,0.02750322967392882,0.02750322967392882
medium,high,1945,65,47,1992,0.027761306719105372,0.027761306719105372
medium,high,1945,65,48,1993,0.030160086218269377,0.030160086218269377
medium,high,1945,65,49,1994,0.03151374008239505,0.03151374008239505
medium,high,1945,65,50,1995,0.03317777980667569,0.03317777980667569
medium,high,1945,65,51,1996,0.03247699654703351,0.03247699654703351
medium,high,1945,65,52,1997,0.03187046228321622,0.03187046228321622
medium,high,1945,65,53,1998,0.03171627770565699,0.03171627770565699
medium,high,1945,65,54,1999,0.03082325748011039,0.03082325748011039
medium,high,1945,65,55,2000,0.031158971078386388,0.031158971078386388
medium,high,1945,65,56,2001,-0.001908062883736239,-0.001908062883736239
medium,high,1945,65,57,2002,-0.013411462768639693,-0.013411462768639693
medium,high,1945,65,58,2003,-0.03799871338645522,-0.03799871338645522
medium,high,1945,65,59,2004,-0.07930875185249597,-0.07930875185249597
medium,high,1945,65,60,2005,-0.13487201448037567,-0.13487201448037567
medium,high,1945,65,61,2006,-0.2077987209305987,-0.2077987209305987
medium,high,1945,65,62,2007,-0.2998180269347882,-0.2998180269347882
medium,high,1945,65,63,2008,-0.503810269955858,-0.503810269955858
medium,high,1945,65,64,2009,-0.8579995552320436,-0.8579995552320436
medium,high,1950,65,21,1971,NA,NA
medium,high,1950,65,22,1972,NA,NA
medium,high,1950,65,23,1973,NA,NA
medium,high,1950,65,24,1974,NA,NA
medium,high,1950,65,25,1975,NA,NA
medium,high,1950,65,26,1976,NA,NA
medium,high,1950,65,27,1977,NA,NA
medium,high,1950,65,28,1978,NA,NA
medium,high,1950,65,29,1979,NA,NA
medium,high,1950,65,30,1980,-0.005967289609086324,-0.006479361406934614
medium,high,1950,65,31,1981,-0.05928114316848698,-0.05967364345833026
medium,high,1950,65,32,1982,-0.065247234492254,-0.06569359610322356
medium,high,1950,65,33,1983,-0.0971211755853163,-0.09803460869043756
medium,high,1950,65,34,1984,-0.09721319282611618,-0.0974715622000677
medium,high,1950,65,35,1985,-0.10738223196293473,-0.10802548027552561
medium,high,1950,65,36,1986,-0.1024404938723551,-0.10317988449956106
medium,high,1950,65,37,1987,-0.11480510789361376,-0.11512427063545949
medium,high,1950,65,38,1988,-0.11521598140401679,-0.11602137559268455
medium,high,1950,65,39,1989,-0.13349633076377154,-0.133911252293046
medium,high,1950,65,40,1990,-0.12618675788808564,-0.12676619112351006
medium,high,1950,65,41,1991,-0.13956366284443877,-0.14029798400332916
medium,high,1950,65,42,1992,-0.12512113967721517,-0.1255719929910425
medium,high,1950,65,43,1993,-0.05168883302393468,-0.052407191832956834
medium,high,1950,65,44,1994,0.025872216892687705,0.025017023182219766
medium,high,1950,65,45,1995,0.026733331693048923,0.025831505233265606
medium,high,1950,65,46,1996,0.026116977928316576,0.025173451946766123
medium,high,1950,65,47,1997,0.02575238502571464,0.02474923543443497
medium,high,1950,65,48,1998,0.024613313075926513,0.023557851452174372
medium,high,1950,65,49,1999,0.023918252409676377,0.022803267449668096
medium,high,1950,65,50,2000,0.022352582473353255,0.021157724911144538
medium,high,1950,65,51,2001,0.02529365335568845,0.024020875211956172
medium,high,1950,65,52,2002,0.026765291291738658,0.02536858865153646
medium,high,1950,65,53,2003,0.028985980694918423,0.027494608375904672
medium,high,1950,65,54,2004,0.029493351381756794,0.027860031961093545
medium,high,1950,65,55,2005,0.031879711352915674,0.030075129662724853
medium,high,1950,65,56,2006,-7.392447175413874e-5,-0.002010917111806343
medium,high,1950,65,57,2007,-0.016130042321262694,-0.018271272919268222
medium,high,1950,65,58,2008,-0.04028703880672857,-0.042730635515795146
medium,high,1950,65,59,2009,-0.07877325609642882,-0.08140742416904223
medium,high,1950,65,60,2010,-0.13457919106866256,-0.1376395735196706
medium,high,1950,65,61,2011,-0.21628459655181098,-0.2196204042124169
medium,high,1950,65,62,2012,-0.3173937656509357,-0.32133517818755497
medium,high,1950,65,63,2013,-0.5375632730260457,-0.54169045482043
medium,high,1950,65,64,2014,-0.863564090886724,-0.8657736469673011
medium,high,1955,65,21,1976,NA,NA
medium,high,1955,65,22,1977,NA,NA
medium,high,1955,65,23,1978,NA,NA
medium,high,1955,65,24,1979,NA,NA
medium,high,1955,65,25,1980,NA,NA
medium,high,1955,65,26,1981,NA,NA
medium,high,1955,65,27,1982,NA,NA
medium,high,1955,65,28,1983,NA,NA
medium,high,1955,65,29,1984,NA,NA
medium,high,1955,65,30,1985,-0.003359335099444305,-0.005228334957408598
medium,high,1955,65,31,1986,-0.058669945377904265,-0.06050604186995634
medium,high,1955,65,32,1987,-0.06459740363310051,-0.06654783742214376
medium,high,1955,65,33,1988,-0.08929726215568512,-0.09058436016774885
medium,high,1955,65,34,1989,-0.09767310991466427,-0.09968158312569231
medium,high,1955,65,35,1990,-0.10033454148312537,-0.10248515515285073
medium,high,1955,65,36,1991,-0.10451474532028826,-0.10583903078482548
medium,high,1955,65,37,1992,-0.11410242323319109,-0.11676434219475784
medium,high,1955,65,38,1993,-0.11018255825401413,-0.11209409046166408
medium,high,1955,65,39,1994,-0.12268704396233043,-0.12523423186826765
medium,high,1955,65,40,1995,-0.12344203546545618,-0.12519230563869332
medium,high,1955,65,41,1996,-0.12195450115842443,-0.12452434139847368
medium,high,1955,65,42,1997,-0.13999456431527013,-0.1426543770746933
medium,high,1955,65,43,1998,-0.04835237501115641,-0.05108550736242812
medium,high,1955,65,44,1999,0.020441965418598107,0.017286350797665495
medium,high,1955,65,45,2000,0.02016235799916699,0.01687008240725718
medium,high,1955,65,46,2001,0.021266658255754356,0.017757744502975514
medium,high,1955,65,47,2002,0.022660381105843674,0.018996753377435338
medium,high,1955,65,48,2003,0.02379541946194408,0.019875598044723386
medium,high,1955,65,49,2004,0.024386599921231378,0.020249327833027575
medium,high,1955,65,50,2005,0.025172732954402033,0.02073119549294944
medium,high,1955,65,51,2006,0.026089812069981067,0.021352019049384108
medium,high,1955,65,52,2007,0.027200918954714215,0.022074999292381214
medium,high,1955,65,53,2008,0.028191079232521288,0.022647659158196998
medium,high,1955,65,54,2009,0.03367023862566265,0.027556680557330404
medium,high,1955,65,55,2010,0.03587517785643435,0.029187642213004183
medium,high,1955,65,56,2011,0.003786463789952732,-0.003404823014763636
medium,high,1955,65,57,2012,-0.010523335327635053,-0.018563912263893423
medium,high,1955,65,58,2013,-0.034018559072896415,-0.04290640127902512
medium,high,1955,65,59,2014,-0.07667618585620939,-0.08651081158387364
medium,high,1955,65,60,2015,-0.13292421177366298,-0.14428953280779677
medium,high,1955,65,61,2016,-0.2233489096532726,-0.23586729858117805
medium,high,1955,65,62,2017,-0.34579449010670404,-0.3594767262061074
medium,high,1955,65,63,2018,-0.5362891107107401,-0.5516054093273554
medium,high,1955,65,64,2019,-0.8542252868408983,-0.8632856822697377
medium,high,1960,65,21,1981,NA,NA
medium,high,1960,65,22,1982,NA,NA
medium,high,1960,65,23,1983,NA,NA
medium,high,1960,65,24,1984,NA,NA
medium,high,1960,65,25,1985,NA,NA
medium,high,1960,65,26,1986,NA,NA
medium,high,1960,65,27,1987,NA,NA
medium,high,1960,65,28,1988,NA,NA
medium,high,1960,65,29,1989,NA,NA
medium,high,1960,65,30,1990,0.006373437203314403,0.0027906240592008302
medium,high,1960,65,31,1991,-0.050123516236959764,-0.053696576673763485
medium,high,1960,65,32,1992,-0.051234453517822964,-0.05474025050819542
medium,high,1960,65,33,1993,-0.07720931096260497,-0.08067459975737745
medium,high,1960,65,34,1994,-0.08579210691193762,-0.08949832688285064
medium,high,1960,65,35,1995,-0.09198996613757493,-0.09601061390201748
medium,high,1960,65,36,1996,-0.08958418130624268,-0.09341738970059232
medium,high,1960,65,37,1997,-0.09978594012532127,-0.10403433655035965
medium,high,1960,65,38,1998,-0.09997522391524838,-0.10373719703591677
medium,high,1960,65,39,1999,-0.1080555704433741,-0.11239969586961718
medium,high,1960,65,40,2000,-0.11046825376723945,-0.1145786061255002
medium,high,1960,65,41,2001,-0.11820210462499692,-0.12282307963904826
medium,high,1960,65,42,2002,-0.11865617739378675,-0.1237407805493882
medium,high,1960,65,43,2003,-0.08564381166098323,-0.09072101461566429
medium,high,1960,65,44,2004,0.012708991054806162,0.006734355291131422
medium,high,1960,65,45,2005,0.01299606257472874,0.006703589580741243
medium,high,1960,65,46,2006,0.013068459150477718,0.006440622102128035
medium,high,1960,65,47,2007,0.013088264005322925,0.006117120146281518
medium,high,1960,65,48,2008,0.013285110425907076,0.005891123102249596
medium,high,1960,65,49,2009,0.015494962647272903,0.007606125312098255
medium,high,1960,65,50,2010,0.015827472196136894,0.007450880246270053
medium,high,1960,65,51,2011,0.016196504172577564,0.00721151675920062
medium,high,1960,65,52,2012,0.016498208834249573,0.006805927247965027
medium,high,1960,65,53,2013,0.018352690618901768,0.00783990055693029
medium,high,1960,65,54,2014,0.01806941031557363,0.006614403424546111
medium,high,1960,65,55,2015,0.01741184619183378,0.004835657143464012
medium,high,1960,65,56,2016,-0.013993064548196932,-0.02756855565229155
medium,high,1960,65,57,2017,-0.03147722257703134,-0.04641393697467966
medium,high,1960,65,58,2018,-0.059226873923030054,-0.07583999241417416
medium,high,1960,65,59,2019,-0.10533796226561021,-0.12362295879634844
medium,high,1960,65,60,2020,-0.161650269102118,-0.1824457176249541
medium,high,1960,65,61,2021,-0.2243206060997439,-0.24807701116851066
medium,high,1960,65,62,2022,-0.29012858442918954,-0.3188430394263492
medium,high,1960,65,63,2023,-0.4639862521140762,-0.49634147235200077
medium,high,1960,65,64,2024,-0.7325706712244366,-0.7638858264348009
medium,high,1965,65,21,1986,NA,NA
medium,high,1965,65,22,1987,NA,NA
medium,high,1965,65,23,1988,NA,NA
medium,high,1965,65,24,1989,NA,NA
medium,high,1965,65,25,1990,NA,NA
medium,high,1965,65,26,1991,NA,NA
medium,high,1965,65,27,1992,NA,NA
medium,high,1965,65,28,1993,NA,NA
medium,high,1965,65,29,1994,NA,NA
medium,high,1965,65,30,1995,0.0074254980276535765,0.001965674036407128
medium,high,1965,65,31,1996,-0.04943386641214864,-0.05469878679430329
medium,high,1965,65,32,1997,-0.05242320857480309,-0.057781897952188466
medium,high,1965,65,33,1998,-0.07749176379830924,-0.0830469350526023
medium,high,1965,65,34,1999,-0.08813609631151775,-0.09365410136687313
medium,high,1965,65,35,2000,-0.09582162109693138,-0.1017422575805571
medium,high,1965,65,36,2001,-0.09423814666160324,-0.10001163399031943
medium,high,1965,65,37,2002,-0.09643467942038686,-0.10229187459989009
medium,high,1965,65,38,2003,-0.1015670812122208,-0.10814854961031661
medium,high,1965,65,39,2004,-0.1055127397875475,-0.11190881953846343
medium,high,1965,65,40,2005,-0.11049479768091641,-0.11709254447987205
medium,high,1965,65,41,2006,-0.11676602787745383,-0.12382092676003165
medium,high,1965,65,42,2007,-0.1197989735999222,-0.1270039146524311
medium,high,1965,65,43,2008,-0.06417892617565413,-0.07215408118201239
medium,high,1965,65,44,2009,0.015338635983388471,0.006207576482104571
medium,high,1965,65,45,2010,0.015594303975164703,0.006028772870681598
medium,high,1965,65,46,2011,0.01568290096858882,0.005584323359441923
medium,high,1965,65,47,2012,0.01595990784974144,0.00531490340071783
medium,high,1965,65,48,2013,0.017515882897711776,0.006235798622687527
medium,high,1965,65,49,2014,0.016664432161454634,0.004695252833668562
medium,high,1965,65,50,2015,0.01673447960938823,0.003951044898861333
medium,high,1965,65,51,2016,0.017791192366814146,0.004112552948985604
medium,high,1965,65,52,2017,0.017841375065297038,0.003086884478019858
medium,high,1965,65,53,2018,0.017733258838778854,0.0017757587898017402
medium,high,1965,65,54,2019,0.01826724569763094,9.089810797509035e-4
medium,high,1965,65,55,2020,0.01844817952209299,-6.948781726602293e-4
medium,high,1965,65,56,2021,-0.01877727210206981,-0.039225060447216964
medium,high,1965,65,57,2022,-0.030421218850157472,-0.05313331406485944
medium,high,1965,65,58,2023,-0.060375192517784115,-0.08548662838833554
medium,high,1965,65,59,2024,-0.10246512728642254,-0.13034786971431622
medium,high,1965,65,60,2025,-0.16367695617645595,-0.19486805537005736
medium,high,1965,65,61,2026,-0.2421426247672558,-0.27717209305519774
medium,high,1965,65,62,2027,-0.34995575833542814,-0.3901756643772667
medium,high,1965,65,63,2028,-0.5318085851268303,-0.5737515712458354
medium,high,1965,65,64,2029,-0.8209575228320691,-0.8521244028885163
medium,high,1970,65,21,1991,NA,NA
medium,high,1970,65,22,1992,NA,NA
medium,high,1970,65,23,1993,NA,NA
medium,high,1970,65,24,1994,NA,NA
medium,high,1970,65,25,1995,NA,NA
medium,high,1970,65,26,1996,NA,NA
medium,high,1970,65,27,1997,NA,NA
medium,high,1970,65,28,1998,NA,NA
medium,high,1970,65,29,1999,NA,NA
medium,high,1970,65,30,2000,0.004406076596073394,-0.0029158761340414285
medium,high,1970,65,31,2001,-0.051395903564943946,-0.058509321883273624
medium,high,1970,65,32,2002,-0.05254455925895596,-0.05987187085230794
medium,high,1970,65,33,2003,-0.08278026721672505,-0.09011061279866894
medium,high,1970,65,34,2004,-0.08392140265199322,-0.09144451573904233
medium,high,1970,65,35,2005,-0.09099817213975547,-0.0987001452334576
medium,high,1970,65,36,2006,-0.09455166353167666,-0.10254798368593221
medium,high,1970,65,37,2007,-0.09836969298330323,-0.10658927393109274
medium,high,1970,65,38,2008,-0.10137909788836508,-0.10984223933335147
medium,high,1970,65,39,2009,-0.10360138326098123,-0.11239530018692956
medium,high,1970,65,40,2010,-0.1098772028428362,-0.11891932247768222
medium,high,1970,65,41,2011,-0.11254758897461159,-0.12199833280370886
medium,high,1970,65,42,2012,-0.11611325051647925,-0.1258653355005417
medium,high,1970,65,43,2013,-0.061090539233257135,-0.07195555240008278
medium,high,1970,65,44,2014,0.016810719589468226,0.004490167850879079
medium,high,1970,65,45,2015,0.01603691270182539,0.003110397450483804
medium,high,1970,65,46,2016,0.0173754075973529,0.0037569942857462735
medium,high,1970,65,47,2017,0.016914844613451496,0.002550439221294054
medium,high,1970,65,48,2018,0.017347080573236973,0.0021382393649205245
medium,high,1970,65,49,2019,0.01692593860450553,7.801463716849977e-4
medium,high,1970,65,50,2020,0.017547297877684054,3.246602051409919e-4
medium,high,1970,65,51,2021,0.01567274240854899,-0.0027331100567120625
medium,high,1970,65,52,2022,0.017564387651958224,-0.0022837475937537155
medium,high,1970,65,53,2023,0.019399875364250585,-0.002122744655165265
medium,high,1970,65,54,2024,0.019186433453225016,-0.004262273499452185
medium,high,1970,65,55,2025,0.0187034966098103,-0.00705022090831664
medium,high,1970,65,56,2026,-0.015351111139608076,-0.04297127501222664
medium,high,1970,65,57,2027,-0.031024056137004763,-0.061545456077624405
medium,high,1970,65,58,2028,-0.06258491761866125,-0.0962619959530685
medium,high,1970,65,59,2029,-0.10448630248806134,-0.14189897734244306
medium,high,1970,65,60,2030,-0.16951673621280416,-0.21096761126357788
medium,high,1970,65,61,2031,-0.2448736129817587,-0.29170925158982586
medium,high,1970,65,62,2032,-0.3548192597445389,-0.40757825724708396
medium,high,1970,65,63,2033,-0.5434793405434996,-0.5983598570229164
medium,high,1970,65,64,2034,-0.8371669480349626,-0.873948054899037
medium,high,1975,65,21,1996,NA,NA
medium,high,1975,65,22,1997,NA,NA
medium,high,1975,65,23,1998,NA,NA
medium,high,1975,65,24,1999,NA,NA
medium,high,1975,65,25,2000,NA,NA
medium,high,1975,65,26,2001,NA,NA
medium,high,1975,65,27,2002,NA,NA
medium,high,1975,65,28,2003,NA,NA
medium,high,1975,65,29,2004,NA,NA
medium,high,1975,65,30,2005,0.006098250337435163,-0.0016498931614302714
medium,high,1975,65,31,2006,-0.04954853189214714,-0.057082376096661114
medium,high,1975,65,32,2007,-0.052188142694702955,-0.059922606449911875
medium,high,1975,65,33,2008,-0.07868645900797189,-0.08642993622193307
medium,high,1975,65,34,2009,-0.086270235446534893,-0.09422249592796661
medium,high,1975,65,35,2010,-0.09001083942207122,-0.09818977452186717
medium,high,1975,65,36,2011,-0.09144700442216602,-0.09988519956755204
medium,high,1975,65,37,2012,-0.09465060044702744,-0.10335522519681306
medium,high,1975,65,38,2013,-0.09954173151220791,-0.10849369507760753
medium,high,1975,65,39,2014,-0.10416452899060269,-0.11343672265259852
medium,high,1975,65,40,2015,-0.10677715398066623,-0.11637815594326173
medium,high,1975,65,41,2016,-0.11267079756055953,-0.12263666156763675
medium,high,1975,65,42,2017,-0.11517133615411568,-0.1255295677817767
medium,high,1975,65,43,2018,-0.058071232376327386,-0.06957387811093729
medium,high,1975,65,44,2019,0.01699398085907,0.003976637053903831
medium,high,1975,65,45,2020,0.016953382164824005,0.0032894030522203632
medium,high,1975,65,46,2021,0.0157032012624565,0.0013450219175195066
medium,high,1975,65,47,2022,0.017772437925322793,0.002590637357282599
medium,high,1975,65,48,2023,0.01841549267680742,0.0023367220214316475
medium,high,1975,65,49,2024,0.01797631265821442,9.090756406164857e-4
medium,high,1975,65,50,2025,0.01821972794709259,2.123988587232617e-5
medium,high,1975,65,51,2026,0.018145673626152492,-0.0013413384535645445
medium,high,1975,65,52,2027,0.018202614251802807,-0.0027671911374554936
medium,high,1975,65,53,2028,0.01799217729767566,-0.004699316642289952
medium,high,1975,65,54,2029,0.017624780436344745,-0.007096176630530082
medium,high,1975,65,55,2030,0.017893446474224195,-0.009272719864228174
medium,high,1975,65,56,2031,-0.017450165422714714,-0.04655049839764447
medium,high,1975,65,57,2032,-0.032353987002976425,-0.06453162720096106
medium,high,1975,65,58,2033,-0.0645251600873098,-0.09997848995180836
medium,high,1975,65,59,2034,-0.106112417855173,-0.14553180779292085
medium,high,1975,65,60,2035,-0.16768428095042387,-0.21151962979549122
medium,high,1975,65,61,2036,-0.24614498889670333,-0.29544865423908406
medium,high,1975,65,62,2037,-0.3657530811106948,-0.4204339406257187
medium,high,1975,65,63,2038,-0.5475807169848752,-0.6048197214867633
medium,high,1975,65,64,2039,-0.8528768877771515,-0.8877411272706478
medium,high,1980,65,21,2001,NA,NA
medium,high,1980,65,22,2002,NA,NA
medium,high,1980,65,23,2003,NA,NA
medium,high,1980,65,24,2004,NA,NA
medium,high,1980,65,25,2005,NA,NA
medium,high,1980,65,26,2006,NA,NA
medium,high,1980,65,27,2007,NA,NA
medium,high,1980,65,28,2008,NA,NA
medium,high,1980,65,29,2009,NA,NA
medium,high,1980,65,30,2010,0.00872076643797226,4.7744693684093065e-4
medium,high,1980,65,31,2011,-0.048289673032767544,-0.05631219333382642
medium,high,1980,65,32,2012,-0.048553577333857234,-0.056789436484000366
medium,high,1980,65,33,2013,-0.07770120100616162,-0.08595528471029412
medium,high,1980,65,34,2014,-0.08333667041288328,-0.09177716959497606
medium,high,1980,65,35,2015,-0.08782966434911499,-0.09653941379820463
medium,high,1980,65,36,2016,-0.08972158296418731,-0.09869495578720344
medium,high,1980,65,37,2017,-0.09277956817448485,-0.10201157395746896
medium,high,1980,65,38,2018,-0.09876882402915987,-0.10832022674428943
medium,high,1980,65,39,2019,-0.1004171430213937,-0.1102930719173485
medium,high,1980,65,40,2020,-0.10688196463518296,-0.11709083721840585
medium,high,1980,65,41,2021,-0.11196556582899031,-0.12251021504086435
medium,high,1980,65,42,2022,-0.11473084834786074,-0.12572019207789564
medium,high,1980,65,43,2023,-0.05601818708735051,-0.06826210441835756
medium,high,1980,65,44,2024,0.01942818038860783,0.005578860290901044
medium,high,1980,65,45,2025,0.01934028230553153,0.00480530869062723
medium,high,1980,65,46,2026,0.019346888759548042,0.004053211631339204
medium,high,1980,65,47,2027,0.019390179692147846,0.0032497411712435476
medium,high,1980,65,48,2028,0.01930237483416697,0.002224642493524831
medium,high,1980,65,49,2029,0.019300488584753195,0.0011644198760041302
medium,high,1980,65,50,2030,0.01944777016057464,1.1078909779094204e-4
medium,high,1980,65,51,2031,0.01942681174700933,-0.0012741389318942087
medium,high,1980,65,52,2032,0.0194205229046156,-0.0028573962572027156
medium,high,1980,65,53,2033,0.019883446792303694,-0.004242844104600074
medium,high,1980,65,54,2034,0.019667075378389187,-0.006615279559221254
medium,high,1980,65,55,2035,0.020076219119982586,-0.00880432940323217
medium,high,1980,65,56,2036,-0.013467131230380569,-0.04446047176706758
medium,high,1980,65,57,2037,-0.02978178948313548,-0.063998805402115
medium,high,1980,65,58,2038,-0.05863566882129301,-0.09648660558895483
medium,high,1980,65,59,2039,-0.10239374741122342,-0.14434770655424112
medium,high,1980,65,60,2040,-0.16227016318937482,-0.20903302857015937
medium,high,1980,65,61,2041,-0.24146760242107235,-0.2940425816955027
medium,high,1980,65,62,2042,-0.3579505244951391,-0.4165535991445495
medium,high,1980,65,63,2043,-0.5394675686331705,-0.6011007936942532
medium,high,1980,65,64,2044,-0.8498659024246608,-0.8873404538774995
medium,high,1985,65,21,2006,NA,NA
medium,high,1985,65,22,2007,NA,NA
medium,high,1985,65,23,2008,NA,NA
medium,high,1985,65,24,2009,NA,NA
medium,high,1985,65,25,2010,NA,NA
medium,high,1985,65,26,2011,NA,NA
medium,high,1985,65,27,2012,NA,NA
medium,high,1985,65,28,2013,NA,NA
medium,high,1985,65,29,2014,NA,NA
medium,high,1985,65,30,2015,0.009106863643064012,3.5247553583750424e-4
medium,high,1985,65,31,2016,-0.04658825032897407,-0.0550998472799934
medium,high,1985,65,32,2017,-0.04893461195054871,-0.05768992782824223
medium,high,1985,65,33,2018,-0.07593199105428894,-0.08468784181961808
medium,high,1985,65,34,2019,-0.08415652625775016,-0.09312023768618405
medium,high,1985,65,35,2020,-0.08734699339028085,-0.09658934571255873
medium,high,1985,65,36,2021,-0.09087539705924563,-0.10037915847726364
medium,high,1985,65,37,2022,-0.09410243204635071,-0.10392739982443855
medium,high,1985,65,38,2023,-0.0969225277872503,-0.10705726057612153
medium,high,1985,65,39,2024,-0.10118523679077729,-0.11167037032867488
medium,high,1985,65,40,2025,-0.10666433331989966,-0.11746715167376831
medium,high,1985,65,41,2026,-0.10971101062177813,-0.12096593511160358
medium,high,1985,65,42,2027,-0.1162975163815192,-0.1279174378616752
medium,high,1985,65,43,2028,-0.05602351399580996,-0.06901433235846732
medium,high,1985,65,44,2029,0.018385150513129167,0.0037014722868977668
medium,high,1985,65,45,2030,0.01829778889149969,0.002888130051563298
medium,high,1985,65,46,2031,0.018414525584194763,0.00219949610788972
medium,high,1985,65,47,2032,0.018389819482930614,0.0012822420240781174
medium,high,1985,65,48,2033,0.018244262942523015,1.3831827366805882e-4
medium,high,1985,65,49,2034,0.018337370719707424,-8.891200001670541e-4
medium,high,1985,65,50,2035,0.018549543372203603,-0.0019491924279925188
medium,high,1985,65,51,2036,0.018679493150086657,-0.0032704819825596365
medium,high,1985,65,52,2037,0.018778352652610186,-0.004841688029848745
medium,high,1985,65,53,2038,0.01924210765729173,-0.006335610540659786
medium,high,1985,65,54,2039,0.019504767055231298,-0.008372570028884474
medium,high,1985,65,55,2040,0.019949781936327238,-0.010687970809373004
medium,high,1985,65,56,2041,-0.01403904757995833,-0.0468830007944977
medium,high,1985,65,57,2042,-0.02992149236670305,-0.06621037197836499
medium,high,1985,65,58,2043,-0.05947215482276502,-0.09956108616772785
medium,high,1985,65,59,2044,-0.10183343993746186,-0.14635293013399542
medium,high,1985,65,60,2045,-0.1636613772234079,-0.2131485156463494
medium,high,1985,65,61,2046,-0.24085881971502543,-0.2965760159301204
medium,high,1985,65,62,2047,-0.3572475781735973,-0.41941574598731113
medium,high,1985,65,63,2048,-0.547853329430706,-0.6117668680035151
medium,high,1985,65,64,2049,-0.8488862387036259,-0.8886239940558331
medium,high,1990,65,21,2011,NA,NA
medium,high,1990,65,22,2012,NA,NA
medium,high,1990,65,23,2013,NA,NA
medium,high,1990,65,24,2014,NA,NA
medium,high,1990,65,25,2015,NA,NA
medium,high,1990,65,26,2016,NA,NA
medium,high,1990,65,27,2017,NA,NA
medium,high,1990,65,28,2018,NA,NA
medium,high,1990,65,29,2019,NA,NA
medium,high,1990,65,30,2020,0.00931884435749808,2.3471652220719008e-5
medium,high,1990,65,31,2021,-0.04796853968657688,-0.05700416996410651
medium,high,1990,65,32,2022,-0.048938756151583385,-0.05822090654697798
medium,high,1990,65,33,2023,-0.07521801481380797,-0.08452948720722397
medium,high,1990,65,34,2024,-0.08320910935570403,-0.09275548079372486
medium,high,1990,65,35,2025,-0.08722046986639864,-0.09702237632407351
medium,high,1990,65,36,2026,-0.08997360320186909,-0.10006655392875885
medium,high,1990,65,37,2027,-0.09474836648210117,-0.10517555504685294
medium,high,1990,65,38,2028,-0.0971545098188431,-0.10789826421886184
medium,high,1990,65,39,2029,-0.10275766983412127,-0.11386365287729472
medium,high,1990,65,40,2030,-0.10634112220039227,-0.11785441045597478
medium,high,1990,65,41,2031,-0.11246365788631374,-0.12435701756508988
medium,high,1990,65,42,2032,-0.11665589111780761,-0.12903445028212468
medium,high,1990,65,43,2033,-0.056435097640733844,-0.07020891589846034
medium,high,1990,65,44,2034,0.017357340185119474,0.001786306370600732
medium,high,1990,65,45,2035,0.017635039856755297,0.0012897156308115942
medium,high,1990,65,46,2036,0.01749946269729641,3.027887456086287e-4
medium,high,1990,65,47,2037,0.017787831039730362,-3.594459412332718e-4
medium,high,1990,65,48,2038,0.017664905202124714,-0.0015397135594824585
medium,high,1990,65,49,2039,0.017963495549225605,-0.002435372242783118
medium,high,1990,65,50,2040,0.018100353767115607,-0.00364497346250503
medium,high,1990,65,51,2041,0.01816024333762134,-0.0051221862637108595
medium,high,1990,65,52,2042,0.01846549896113614,-0.006593253578249025
medium,high,1990,65,53,2043,0.018647752850196042,-0.008477152325604087
medium,high,1990,65,54,2044,0.019272520754951783,-0.010299363950295848
medium,high,1990,65,55,2045,0.019368425644975984,-0.013115254862920644
medium,high,1990,65,56,2046,-0.01432924813486569,-0.04916826963903698
medium,high,1990,65,57,2047,-0.03027346631853134,-0.06874821042323465
