id,worker_type,spouse_type,birth_yr,claim_age,year_at_65,awi_at_65,real_career_avg_earn,ben_at_65_pb,real_ben_at_65_pb,rep_rate_awi_pb,rep_rate_career_pb
R-high-1970-44-65,high,max,1970,65,2035,106494.41,95899.73410273004,38928.139561536,32429.97151651923,0.3655416238423782,0.33816539555552344
R-high-1975-44-65,high,max,1975,65,2040,127479.7,103084.02076458785,46138.4452032,34728.084426991496,0.3619277830368286,0.33689105420421794
R-high-1980-44-65,high,max,1980,65,2045,152129.95,110734.9229416688,54758.08369468799,37239.262315138374,0.3599428231895691,0.3362919422877522
R-high-1985-44-65,high,max,1985,65,2050,180927.92,119229.75854357056,64624.463879999996,39708.614666704794,0.35718347881299906,0.33304281709330086
R-high-1990-44-65,high,max,1990,65,2055,214968.38,128682.4191204447,75554.88411722399,41945.49087966409,0.35146975623681953,0.32596131753168067
R-high-1995-44-65,high,max,1995,65,2060,255531.48,138995.33390717284,87749.106084,44014.9682725146,0.34339841840230406,0.3166650781378727
R-high-2000-44-65,high,max,2000,65,2065,304175.68,150022.57608258395,102463.556300616,46436.77730695241,0.3368565044405128,0.3095319285904679
R-high-2005-44-65,high,max,2005,65,2070,362245.73,161782.98552010785,119781.18969207599,49047.42638455408,0.3306628064106539,0.30316801378633246
R-high-2010-44-65,high,max,2010,65,2075,431340.48,174224.90476777375,140376.8604288,51934.75432871631,0.3254432795846103,0.29809030114231205
R-max-1930-44-65,max,none,1930,65,1995,24705.66,68054.22690320268,14400,28118.56031344314,0.5828623886186405,0.41317874866814275
R-max-1935-44-65,max,none,1935,65,2000,32154.82,78124.2658652785,17220,30951.175057000743,0.5355340194720418,0.39617876359151377
R-max-1940-44-65,max,none,1940,65,2005,36952.94,90046.35309643939,22488,36041.6549519716,0.6085578035198281,0.40025668683518023
R-max-1945-44-65,max,none,1945,65,2010,41673.83,102596.96582560624,26292,38341.609998461296,0.6308995357518136,0.3737109542170492
R-max-1950-44-65,max,none,1950,65,2015,48098.63,114390.88075706997,29424,39520.940524656675,0.6117429955905189,0.34549030712147977
R-max-1955-44-65,max,none,1955,65,2020,55628.6,126173.2100457841,34284,42526.09107913807,0.6163016865425339,0.3370453289070378
R-max-1960-44-65,max,none,1960,65,2025,72255.52,136951.3076798184,40488,41326.101599999995,0.560344732139496,0.30175762685389784
R-max-1965-44-65,max,none,1965,65,2030,88030.45,147251.04039941373,49044,45220.34252394856,0.5571254037665376,0.30709693052958964
R-max-1970-44-65,max,none,1970,65,2035,106494.41,158308.62144711724,47627.699237616,39677.337449729566,0.44723191797218276,0.2506328277451631
R-max-1975-44-65,max,none,1975,65,2040,127479.7,170533.54803738583,56415.374012928,42463.45673489194,0.4425439816137628,0.24900353756542223
R-max-1980-44-65,max,none,1980,65,2045,152129.95,183626.32209267656,66989.494180764,45557.46253037536,0.4403438913952446,0.24809875845240975
R-max-1985-44-65,max,none,1985,65,2050,180927.92,196965.79223725206,78998.72283,48540.90317628311,0.43663091263084214,0.2464433170091481
R-max-1990-44-65,max,none,1990,65,2055,214968.38,211771.91896987738,92260.57739042399,51219.921156630575,0.4291820843159538,0.2418636115958138
R-max-1995-44-65,max,none,1995,65,2060,255531.48,228419.5463098684,107042.965056,53692.77159616345,0.41890324063399154,0.2350620709285761
R-max-2000-44-65,max,none,2000,65,2065,304175.68,246616.72111249316,124971.204985368,56637.30818263766,0.41085206083986725,0.22965721029436115
R-max-2005-44-65,max,none,2005,65,2070,362245.73,266849.1585437954,146157.060448068,59847.69128890751,0.403474902100483,0.2242753607150134
R-max-2010-44-65,max,none,2010,65,2075,431340.48,287918.64252533583,171327.8048256,63385.57099878185,0.39719853055664983,0.22015097891135738
R-max-1930-44-65,max,very_low,1930,65,1995,24705.66,68054.22690320268,14400,28118.56031344314,0.5828623886186405,0.41317874866814275
R-max-1935-44-65,max,very_low,1935,65,2000,32154.82,78124.2658652785,17220,30951.175057000743,0.5355340194720418,0.39617876359151377
R-max-1940-44-65,max,very_low,1940,65,2005,36952.94,90046.35309643939,22488,36041.6549519716,0.6085578035198281,0.40025668683518023
R-max-1945-44-65,max,very_low,1945,65,2010,41673.83,102596.96582560624,26292,38341.609998461296,0.6308995357518136,0.3737109542170492
R-max-1950-44-65,max,very_low,1950,65,2015,48098.63,114390.88075706997,29424,39520.940524656675,0.6117429955905189,0.34549030712147977
R-max-1955-44-65,max,very_low,1955,65,2020,55628.6,126173.2100457841,34284,42526.09107913807,0.6163016865425339,0.3370453289070378
R-max-1960-44-65,max,very_low,1960,65,2025,72255.52,136951.3076798184,40488,41326.101599999995,0.560344732139496,0.30175762685389784
R-max-1965-44-65,max,very_low,1965,65,2030,88030.45,147251.04039941373,49044,45220.34252394856,0.5571254037665376,0.30709693052958964
R-max-1970-44-65,max,very_low,1970,65,2035,106494.41,158308.62144711724,47627.699237616,39677.337449729566,0.44723191797218276,0.2506328277451631
R-max-1975-44-65,max,very_low,1975,65,2040,127479.7,170533.54803738583,56415.374012928,42463.45673489194,0.4425439816137628,0.24900353756542223
R-max-1980-44-65,max,very_low,1980,65,2045,152129.95,183626.32209267656,66989.494180764,45557.46253037536,0.4403438913952446,0.24809875845240975
R-max-1985-44-65,max,very_low,1985,65,2050,180927.92,196965.79223725206,78998.72283,48540.90317628311,0.43663091263084214,0.2464433170091481
R-max-1990-44-65,max,very_low,1990,65,2055,214968.38,211771.91896987738,92260.57739042399,51219.921156630575,0.4291820843159538,0.2418636115958138
R-max-1995-44-65,max,very_low,1995,65,2060,255531.48,228419.5463098684,107042.965056,53692.77159616345,0.41890324063399154,0.2350620709285761
R-max-2000-44-65,max,very_low,2000,65,2065,304175.68,246616.72111249316,124971.204985368,56637.30818263766,0.41085206083986725,0.22965721029436115
R-max-2005-44-65,max,very_low,2005,65,2070,362245.73,266849.1585437954,146157.060448068,59847.69128890751,0.403474902100483,0.2242753607150134
R-max-2010-44-65,max,very_low,2010,65,2075,431340.48,287918.64252533583,171327.8048256,63385.57099878185,0.39719853055664983,0.22015097891135738
R-max-1930-44-65,max,low,1930,65,1995,24705.66,68054.22690320268,14400,28118.56031344314,0.5828623886186405,0.41317874866814275
R-max-1935-44-65,max,low,1935,65,2000,32154.82,78124.2658652785,17220,30951.175057000743,0.5355340194720418,0.39617876359151377
R-max-1940-44-65,max,low,1940,65,2005,36952.94,90046.35309643939,22488,36041.6549519716,0.6085578035198281,0.40025668683518023
R-max-1945-44-65,max,low,1945,65,2010,41673.83,102596.96582560624,26292,38341.609998461296,0.6308995357518136,0.3737109542170492
R-max-1950-44-65,max,low,1950,65,2015,48098.63,114390.88075706997,29424,39520.940524656675,0.6117429955905189,0.34549030712147977
R-max-1955-44-65,max,low,1955,65,2020,55628.6,126173.2100457841,34284,42526.09107913807,0.6163016865425339,0.3370453289070378
R-max-1960-44-65,max,low,1960,65,2025,72255.52,136951.3076798184,40488,41326.101599999995,0.560344732139496,0.30175762685389784
R-max-1965-44-65,max,low,1965,65,2030,88030.45,147251.04039941373,49044,45220.34252394856,0.5571254037665376,0.30709693052958964
R-max-1970-44-65,max,low,1970,65,2035,106494.41,158308.62144711724,47627.699237616,39677.337449729566,0.44723191797218276,0.2506328277451631
R-max-1975-44-65,max,low,1975,65,2040,127479.7,170533.54803738583,56415.374012928,42463.45673489194,0.4425439816137628,0.24900353756542223
R-max-1980-44-65,max,low,1980,65,2045,152129.95,183626.32209267656,66989.494180764,45557.46253037536,0.4403438913952446,0.24809875845240975
R-max-1985-44-65,max,low,1985,65,2050,180927.92,196965.79223725206,78998.72283,48540.90317628311,0.43663091263084214,0.2464433170091481
R-max-1990-44-65,max,low,1990,65,2055,214968.38,211771.91896987738,92260.57739042399,51219.921156630575,0.4291820843159538,0.2418636115958138
R-max-1995-44-65,max,low,1995,65,2060,255531.48,228419.5463098684,107042.965056,53692.77159616345,0.41890324063399154,0.2350620709285761
R-max-2000-44-65,max,low,2000,65,2065,304175.68,246616.72111249316,124971.204985368,56637.30818263766,0.41085206083986725,0.22965721029436115
R-max-2005-44-65,max,low,2005,65,2070,362245.73,266849.1585437954,146157.060448068,59847.69128890751,0.403474902100483,0.2242753607150134
R-max-2010-44-65,max,low,2010,65,2075,431340.48,287918.64252533583,171327.8048256,63385.57099878185,0.39719853055664983,0.22015097891135738
R-max-1930-44-65,max,medium,1930,65,1995,24705.66,68054.22690320268,14400,28118.56031344314,0.5828623886186405,0.41317874866814275
R-max-1935-44-65,max,medium,1935,65,2000,32154.82,78124.2658652785,17220,30951.175057000743,0.5355340194720418,0.39617876359151377
R-max-1940-44-65,max,medium,1940,65,2005,36952.94,90046.35309643939,22488,36041.6549519716,0.6085578035198281,0.40025668683518023
R-max-1945-44-65,max,medium,1945,65,2010,41673.83,102596.96582560624,26292,38341.609998461296,0.6308995357518136,0.3737109542170492
R-max-1950-44-65,max,medium,1950,65,2015,48098.63,114390.88075706997,29424,39520.940524656675,0.6117429955905189,0.34549030712147977
R-max-1955-44-65,max,medium,1955,65,2020,55628.6,126173.2100457841,34284,42526.09107913807,0.6163016865425339,0.3370453289070378
R-max-1960-44-65,max,medium,1960,65,2025,72255.52,136951.3076798184,40488,41326.101599999995,0.560344732139496,0.30175762685389784
R-max-1965-44-65,max,medium,1965,65,2030,88030.45,147251.04039941373,49044,45220.34252394856,0.5571254037665376,0.30709693052958964
R-max-1970-44-65,max,medium,1970,65,2035,106494.41,158308.62144711724,47627.699237616,39677.337449729566,0.44723191797218276,0.2506328277451631
R-max-1975-44-65,max,medium,1975,65,2040,127479.7,170533.54803738583,56415.374012928,42463.45673489194,0.4425439816137628,0.24900353756542223
R-max-1980-44-65,max,medium,1980,65,2045,152129.95,183626.32209267656,66989.494180764,45557.46253037536,0.4403438913952446,0.24809875845240975
R-max-1985-44-65,max,medium,1985,65,2050,180927.92,196965.79223725206,78998.72283,48540.90317628311,0.43663091263084214,0.2464433170091481
R-max-1990-44-65,max,medium,1990,65,2055,214968.38,211771.91896987738,92260.57739042399,51219.921156630575,0.4291820843159538,0.2418636115958138
R-max-1995-44-65,max,medium,1995,65,2060,255531.48,228419.5463098684,107042.965056,53692.77159616345,0.41890324063399154,0.2350620709285761
R-max-2000-44-65,max,medium,2000,65,2065,304175.68,246616.72111249316,124971.204985368,56637.30818263766,0.41085206083986725,0.22965721029436115
R-max-2005-44-65,max,medium,2005,65,2070,362245.73,266849.1585437954,146157.060448068,59847.69128890751,0.403474902100483,0.2242753607150134
R-max-2010-44-65,max,medium,2010,65,2075,431340.48,287918.64252533583,171327.8048256,63385.57099878185,0.39719853055664983,0.22015097891135738
R-max-1930-44-65,max,high,1930,65,1995,24705.66,68054.22690320268,14400,28118.56031344314,0.5828623886186405,0.41317874866814275
R-max-1935-44-65,max,high,1935,65,2000,32154.82,78124.2658652785,17220,30951.175057000743,0.5355340194720418,0.39617876359151377
R-max-1940-44-65,max,high,1940,65,2005,36952.94,90046.35309643939,22488,36041.6549519716,0.6085578035198281,0.40025668683518023
R-max-1945-44-65,max,high,1945,65,2010,41673.83,102596.96582560624,26292,38341.609998461296,0.6308995357518136,0.3737109542170492
R-max-1950-44-65,max,high,1950,65,2015,48098.63,114390.88075706997,29424,39520.940524656675,0.6117429955905189,0.34549030712147977
R-max-1955-44-65,max,high,1955,65,2020,55628.6,126173.2100457841,34284,42526.09107913807,0.6163016865425339,0.3370453289070378
R-max-1960-44-65,max,high,1960,65,2025,72255.52,136951.3076798184,40488,41326.101599999995,0.560344732139496,0.30175762685389784
R-max-1965-44-65,max,high,1965,65,2030,88030.45,147251.04039941373,49044,45220.34252394856,0.5571254037665376,0.30709693052958964
R-max-1970-44-65,max,high,1970,65,2035,106494.41,158308.62144711724,47627.699237616,39677.337449729566,0.44723191797218276,0.2506328277451631
R-max-1975-44-65,max,high,1975,65,2040,127479.7,170533.54803738583,56415.374012928,42463.45673489194,0.4425439816137628,0.24900353756542223
R-max-1980-44-65,max,high,1980,65,2045,152129.95,183626.32209267656,66989.494180764,45557.46253037536,0.4403438913952446,0.24809875845240975
R-max-1985-44-65,max,high,1985,65,2050,180927.92,196965.79223725206,78998.72283,48540.90317628311,0.43663091263084214,0.2464433170091481
R-max-1990-44-65,max,high,1990,65,2055,214968.38,211771.91896987738,92260.57739042399,51219.921156630575,0.4291820843159538,0.2418636115958138
R-max-1995-44-65,max,high,1995,65,2060,255531.48,228419.5463098684,107042.965056,53692.77159616345,0.41890324063399154,0.2350620709285761
R-max-2000-44-65,max,high,2000,65,2065,304175.68,246616.72111249316,124971.204985368,56637.30818263766,0.41085206083986725,0.22965721029436115
R-max-2005-44-65,max,high,2005,65,2070,362245.73,266849.1585437954,146157.060448068,59847.69128890751,0.403474902100483,0.2242753607150134
R-max-2010-44-65,max,high,2010,65,2075,431340.48,287918.64252533583,171327.8048256,63385.57099878185,0.39719853055664983,0.22015097891135738
R-max-1930-44-65,max,max,1930,65,1995,24705.66,68054.22690320268,14400,28118.56031344314,0.5828623886186405,0.41317874866814275
R-max-1935-44-65,max,max,1935,65,2000,32154.82,78124.2658652785,17220,30951.175057000743,0.5355340194720418,0.39617876359151377
R-max-1940-44-65,max,max,1940,65,2005,36952.94,90046.35309643939,22488,36041.6549519716,0.6085578035198281,0.40025668683518023
R-max-1945-44-65,max,max,1945,65,2010,41673.83,102596.96582560624,26292,38341.609998461296,0.6308995357518136,0.3737109542170492
R-max-1950-44-65,max,max,1950,65,2015,48098.63,114390.88075706997,29424,39520.940524656675,0.6117429955905189,0.34549030712147977
R-max-1955-44-65,max,max,1955,65,2020,55628.6,126173.2100457841,34284,42526.09107913807,0.6163016865425339,0.3370453289070378
R-max-1960-44-65,max,max,1960,65,2025,72255.52,136951.3076798184,40488,41326.101599999995,0.560344732139496,0.30175762685389784
R-max-1965-44-65,max,max,1965,65,2030,88030.45,147251.04039941373,49044,45220.34252394856,0.5571254037665376,0.30709693052958964
R-max-1970-44-65,max,max,1970,65,2035,106494.41,158308.62144711724,47627.699237616,39677.337449729566,0.44723191797218276,0.2506328277451631
R-max-1975-44-65,max,max,1975,65,2040,127479.7,170533.54803738583,56415.374012928,42463.45673489194,0.4425439816137628,0.24900353756542223
R-max-1980-44-65,max,max,1980,65,2045,152129.95,183626.32209267656,66989.494180764,45557.46253037536,0.4403438913952446,0.24809875845240975
R-max-1985-44-65,max,max,1985,65,2050,180927.92,196965.79223725206,78998.72283,48540.90317628311,0.43663091263084214,0.2464433170091481
R-max-1990-44-65,max,max,1990,65,2055,214968.38,211771.91896987738,92260.57739042399,51219.921156630575,0.4291820843159538,0.2418636115958138
R-max-1995-44-65,max,max,1995,65,2060,255531.48,228419.5463098684,107042.965056,53692.77159616345,0.41890324063399154,0.2350620709285761
R-max-2000-44-65,max,max,2000,65,2065,304175.68,246616.72111249316,124971.204985368,56637.30818263766,0.41085206083986725,0.22965721029436115
R-max-2005-44-65,max,max,2005,65,2070,362245.73,266849.1585437954,146157.060448068,59847.69128890751,0.403474902100483,0.2242753607150134
R-max-2010-44-65,max,max,2010,65,2075,431340.48,287918.64252533583,171327.8048256,63385.57099878185,0.39719853055664983,0.22015097891135738
