worker_type,spouse_type,birth_yr,claim_age,age,year,earnings,tax,pv_ben_through_t,delta_pv_ben,net_tax
max,low,1940,65,53,1993,57600,7142.399999999999,921271.611308252,16077.25669136038,0.03380986929220567
max,low,1940,65,54,1994,60600,7514.399999999999,937920.3858703986,16648.774562146515,0.02892448813278969
max,low,1940,65,55,1995,61200,7588.799999999999,953979.0501396072,16058.664269208675,0.02692783266101111
max,low,1940,65,56,1996,62700,7774.799999999999,963035.0537735042,9056.003633896937,0.06704091794137586
max,low,1940,65,57,1997,65400,8109.6,971663.156264956,8628.102491451893,0.06853887359035352
max,low,1940,65,58,1998,68400,8481.599999999999,979980.0298849548,8316.873619998689,0.07002171807288902
max,low,1940,65,59,1999,72600,9002.4,988102.659927938,8122.630042983103,0.07140177726839547
max,low,1940,65,60,2000,76200,9448.8,995871.9902792048,7769.33035126701,0.07309456525626586
max,low,1940,65,61,2001,80400,9969.6,1004335.5955179168,8463.60523871181,0.06870948651484417
max,low,1940,65,62,2002,84900,10527.6,1013390.2723283584,9054.67681044154,0.06523861482150431
max,low,1940,65,63,2003,87000,10788,1022599.218544696,9208.946216337616,0.063288889687462
max,low,1940,65,64,2004,87900,10899.6,1032139.27154003,9540.052995334265,0.05907324290707791
max,low,1945,65,21,1966,6600,508.2,431109.39641476446,0,0.077
max,low,1945,65,22,1967,6600,514.8,431109.39641476446,0,0.078
max,low,1945,65,23,1968,7800,592.8000000000001,431109.39641476446,0,0.07600000000000001
max,low,1945,65,24,1969,7800,655.2,431109.39641476446,0,0.084
max,low,1945,65,25,1970,7800,655.2,431109.39641476446,0,0.084
max,low,1945,65,26,1971,7800,717.6,431109.39641476446,0,0.092
max,low,1945,65,27,1972,9000,828,431109.39641476446,0,0.092
max,low,1945,65,28,1973,10800,1047.6,431109.39641476446,0,0.097
max,low,1945,65,29,1974,13200,1306.8,431109.39641476446,0,0.099
max,low,1945,65,30,1975,14100,1395.9,557611.4524911923,126502.0560764278,-0.44173823426011777
max,low,1945,65,31,1976,15300,1514.7,573762.3705064859,16150.91801529366,0.03085972766980682
max,low,1945,65,32,1977,16500,1633.5,590090.4171949864,16328.046688500444,0.03058712559393517
max,low,1945,65,33,1978,17700,1787.7000000000005,606299.8300647584,16209.41286977206,0.03249712013550551
max,low,1945,65,34,1979,22900,2326.64,625662.6026368013,19362.77257204289,0.03259641988163672
max,low,1945,65,35,1980,25900,2631.44,645711.2882195119,20048.685582710543,0.03147890619554619
max,low,1945,65,36,1981,29700,3177.9000000000005,666644.8497689718,20933.561549459933,0.03465989669546957
max,low,1945,65,37,1982,32400,3499.2000000000003,688219.7445157919,21574.894746820093,0.03090872556362699
max,low,1945,65,38,1983,35700,3855.6,710877.5870850319,22657.84256924002,0.02644044090167178
max,low,1945,65,39,1984,37800,4309.2,733528.5123655604,22650.925280528492,0.0274464296168686
max,low,1945,65,40,1985,39600,4514.4000000000005,756280.1550176446,22751.642652084236,0.02205075379449102
max,low,1945,65,41,1986,42000,4788,779792.922318361,23512.76730071637,0.01723711402937181
max,low,1945,65,42,1987,43800,4993.2,802843.6176782495,23050.695359888487,0.01539622114156125
max,low,1945,65,43,1988,45000,5454.000000000001,825368.152294135,22524.534615885463,0.01916343081598112
max,low,1945,65,44,1989,48000,5817.6,848576.1308705688,23207.978576433845,0.01406332690525631
max,low,1945,65,45,1990,51300,6361.199999999999,874183.2721496468,25607.141279077972,0.00387991352459462
max,low,1945,65,46,1991,53400,6621.5999999999995,893795.0250126133,19611.752862966503,0.02855112504510918
max,low,1945,65,47,1992,55500,6881.999999999999,910095.986440836,16300.961428222712,0.04224668607000469
max,low,1945,65,48,1993,57600,7142.399999999999,926893.087122748,16797.100681912038,0.03787834707161862
max,low,1945,65,49,1994,60600,7514.399999999999,944299.5488083296,17406.461685581715,0.03314938766631294
max,low,1945,65,50,1995,61200,7588.799999999999,961018.0049060314,16718.45609770168,0.03163393598758537
max,low,1945,65,51,1996,62700,7774.799999999999,977428.7986722324,16410.793766201008,0.02966193977756421
max,low,1945,65,52,1997,65400,8109.6,993630.3436314028,16201.544959170513,0.02881669478716166
max,low,1945,65,53,1998,68400,8481.599999999999,1009609.8939973948,15979.550365991774,0.02921175753325148
max,low,1945,65,54,1999,72600,9002.4,1025742.9704765846,16133.076479189913,0.02851777075794023
max,low,1945,65,55,2000,76200,9448.8,1041747.798600546,16004.828123961226,0.02815652797015012
max,low,1945,65,56,2001,80400,9969.6,1050171.0417101802,8423.243109634379,0.07370723410775754
max,low,1945,65,57,2002,84900,10527.6,1058914.326774943,8743.285064762691,0.07214093644326593
max,low,1945,65,58,2003,87000,10788,1067662.096891969,8747.770117026055,0.07129078341203018
max,low,1945,65,59,2004,87900,10899.6,1075874.666841966,8212.56994999689,0.07291622694985934
max,low,1945,65,60,2005,90000,11160,1083281.7458524588,7407.079010492889,0.07706665192044239
max,low,1945,65,61,2006,94200,11680.8,1091553.2737929702,8271.52794051147,0.07152249365247884
max,low,1945,65,62,2007,97500,12090,1100037.4964263472,8484.22263337695,0.06955067828317293
max,low,1945,65,63,2008,102000,12648,1108964.1007527134,8926.604326366214,0.06726763323910433
max,low,1945,65,64,2009,106800,13243.2,1117453.3210912282,8489.220338514773,0.0709779253459269
max,low,1950,65,21,1971,7800,717.6,448340.0231342003,0,0.092
max,low,1950,65,22,1972,9000,828,448340.0231342003,0,0.09199999999999998
max,low,1950,65,23,1973,10800,1047.6,448340.0231342003,0,0.097
max,low,1950,65,24,1974,13200,1306.8,448340.0231342003,0,0.099
max,low,1950,65,25,1975,14100,1395.9,448340.0231342003,0,0.099
max,low,1950,65,26,1976,15300,1514.7,448340.0231342003,0,0.099
max,low,1950,65,27,1977,16500,1633.5,448340.0231342003,0,0.099
max,low,1950,65,28,1978,17700,1787.7000000000005,448340.0231342003,0,0.101
max,low,1950,65,29,1979,22900,2326.64,448340.0231342003,0,0.10159999999999998
max,low,1950,65,30,1980,25900,2631.44,605503.7146551387,157163.69152093836,-0.43843284210075345
max,low,1950,65,31,1981,29700,3177.9000000000005,627217.6006326388,21713.88597750012,0.03328112006432156
max,low,1950,65,32,1982,32400,3499.2000000000003,649695.626270069,22478.025637430255,0.02909221075086479
max,low,1950,65,33,1983,35700,3855.6,673413.1384922031,23717.512222134043,0.02412536916811449
max,low,1950,65,34,1984,37800,4309.2,696975.9376997935,23562.799207590404,0.02554322602597219
max,low,1950,65,35,1985,39600,4514.4000000000005,720662.0979969356,23686.16029714211,0.01995509899754788
max,low,1950,65,36,1986,42000,4788,745110.7999597553,24448.701962819672,0.01515241858057258
max,low,1950,65,37,1987,43800,4993.2,769069.0807819688,23958.280822213503,0.0133137066281763
max,low,1950,65,38,1988,45000,5454.000000000001,792530.9826897698,23461.90190780105,0.01678367354916622
max,low,1950,65,39,1989,48000,5817.6,816660.3957486674,24129.413058897597,0.01176587410094916
max,low,1950,65,40,1990,51300,6361.199999999999,841227.15464533,24566.75889666262,0.01078406009386868
max,low,1950,65,41,1991,53400,6621.5999999999995,865902.3768319482,24675.222186618135,0.00601667044910111
max,low,1950,65,42,1992,55500,6881.999999999999,890278.3014029299,24375.92457098176,0.00389573831395632
max,low,1950,65,43,1993,57600,7142.399999999999,918671.8916718052,28393.590268875356,-0.019022220490642842
max,low,1950,65,44,1994,60600,7514.399999999999,936570.7629842767,17898.871312471572,0.03221997321866242
max,low,1950,65,45,1995,61200,7588.799999999999,954078.80223775,17508.03925347305,0.0289703884137066
max,low,1950,65,46,1996,62700,7774.799999999999,971138.8086971048,17060.006459354772,0.02765221835358316
max,low,1950,65,47,1997,65400,8109.6,988057.4727307644,16918.664033659734,0.02634924808119539
max,low,1950,65,48,1998,68400,8481.599999999999,1004713.333013764,16655.86028299958,0.02693511169146741
max,low,1950,65,49,1999,72600,9002.4,1021474.9596579454,16761.626644181437,0.02653993552825001
max,low,1950,65,50,2000,76200,9448.8,1038156.039756246,16681.080098300707,0.02586117241311716
max,low,1950,65,51,2001,80400,9969.6,1055464.4940134045,17308.45425715833,0.02247110860529294
max,low,1950,65,52,2002,84900,10527.6,1073396.6277827383,17932.13376933406,0.01950700527516857
max,low,1950,65,53,2003,87000,10788,1091515.129316841,18118.501534102485,0.01674522134051641
max,low,1950,65,54,2004,87900,10899.6,1108692.9913074672,17177.861990626203,0.01902686475307778
max,low,1950,65,55,2005,90000,11160,1125967.045110512,17274.053803044837,0.01646892156154005
max,low,1950,65,56,2006,94200,11680.8,1134614.0153999436,8646.970289431512,0.0701039931346475
max,low,1950,65,57,2007,97500,12090,1142730.9549953695,8116.939595425967,0.07282263680724475
max,low,1950,65,58,2008,102000,12648,1150130.2577970438,7399.302801674232,0.07780014725466362
max,low,1950,65,59,2009,106800,13243.2,1157026.225695263,6895.9678982188925,0.0816854899885548
max,low,1950,65,60,2010,106800,13243.2,1163591.0396198586,6564.813924595946,0.08258958140741285
max,low,1950,65,61,2011,106800,13243.2,1169833.957969135,6242.918349276297,0.08367495961043006
max,low,1950,65,62,2012,110100,13652.4,1176688.647983507,6854.690014372114,0.08040617745659556
max,low,1950,65,63,2013,113700,14098.8,1184104.587330209,7415.939346702304,0.07746236173347576
max,low,1950,65,64,2014,117000,14508,1189770.586861292,5665.999531082809,0.08865199226637203
max,low,1955,65,21,1976,15300,1514.7,475090.8761194611,0,0.099
max,low,1955,65,22,1977,16500,1633.5,475090.8761194611,0,0.099
max,low,1955,65,23,1978,17700,1787.7000000000005,475090.8761194611,0,0.10100000000000002
max,low,1955,65,24,1979,22900,2326.64,475090.8761194611,0,0.1016
max,low,1955,65,25,1980,25900,2631.44,475090.8761194611,0,0.1016
max,low,1955,65,26,1981,29700,3177.9000000000005,475090.8761194611,0,0.10700000000000004
max,low,1955,65,27,1982,32400,3499.2000000000003,475090.8761194611,0,0.108
max,low,1955,65,28,1983,35700,3855.6,475090.8761194611,0,0.108
max,low,1955,65,29,1984,37800,4309.2,475090.8761194611,0,0.114
max,low,1955,65,30,1985,39600,4514.4000000000005,687989.4815662587,212898.60544679762,-0.7134922422972072
max,low,1955,65,31,1986,42000,4788,713888.4290474658,25898.947481207084,0.01149551196652648
max,low,1955,65,32,1987,43800,4993.2,739332.0148546993,25443.585807233467,0.00932486155553195
max,low,1955,65,33,1988,45000,5454.000000000001,764289.2183535502,24957.20349885093,0.01246943615525911
max,low,1955,65,34,1989,48000,5817.6,789818.5890196583,25529.370666108098,0.00785649222710718
max,low,1955,65,35,1990,51300,6361.199999999999,815910.747878272,26092.158858613693,0.0062881320465136
max,low,1955,65,36,1991,53400,6621.5999999999995,842053.3427729461,26142.59489467414,0.00163455498935456
max,low,1955,65,37,1992,55500,6881.999999999999,867947.9487698403,25894.605996894184,-8.984798528287535e-4
max,low,1955,65,38,1993,57600,7142.399999999999,894661.8869691385,26713.938199298223,-0.00772604332890654
max,low,1955,65,39,1994,60600,7514.399999999999,921950.1851307942,27288.298161655664,-0.0129775868418156
max,low,1955,65,40,1995,61200,7588.799999999999,948358.5769334144,26408.391802620143,-0.01631817319338398
max,low,1955,65,41,1996,62700,7774.799999999999,976833.5831717944,28475.006238380098,-0.03342615238353946
max,low,1955,65,42,1997,65400,8109.6,994656.151360688,17822.56818889361,0.023299799544908
max,low,1955,65,43,1998,68400,8481.599999999999,1012315.6485670084,17659.497206320288,0.02325489609305243
max,low,1955,65,44,1999,72600,9002.4,1030179.3953014478,17863.74673443951,0.02232045148678944
max,low,1955,65,45,2000,76200,9448.8,1047847.005795343,17667.610493895132,0.02224751169502919
max,low,1955,65,46,2001,80400,9969.6,1066078.708876052,18231.703080708976,0.0193090541479271
max,low,1955,65,47,2002,84900,10527.6,1085163.6430373527,19084.93416130077,0.01513296452969068
max,low,1955,65,48,2003,87000,10788,1104235.9752078678,19072.33217051509,0.0134780088365896
max,low,1955,65,49,2004,87900,10899.6,1122589.8464740966,18353.871266228845,0.01420381121290236
max,low,1955,65,50,2005,90000,11160,1140866.3861602617,18276.53968616482,0.0126258937371152
max,low,1955,65,51,2006,94200,11680.8,1159049.3883995705,18183.00223930902,0.01305474317080381
max,low,1955,65,52,2007,97500,12090,1177110.121218162,18060.73281859141,0.01252653914657916
max,low,1955,65,53,2008,102000,12648,1195498.318547295,18388.19732913305,0.01160694622373828
max,low,1955,65,54,2009,106800,13243.2,1215247.2884926696,19748.969945374643,0.00537149460068257
max,low,1955,65,55,2010,106800,13243.2,1234224.1605114175,18976.872018747963,0.00681760953316393
max,low,1955,65,56,2011,106800,13243.2,1240424.1256081888,6199.965096771251,0.0847963118823271
max,low,1955,65,57,2012,110100,13652.4,1246412.3827378273,5988.257129638456,0.08671895328630316
max,low,1955,65,58,2013,113700,14098.8,1252772.5041748532,6360.121437025955,0.08492903812907644
max,low,1955,65,59,2014,117000,14508,1256751.0477618857,3978.5435870324727,0.09970241823978374
max,low,1955,65,60,2015,118500,14694,1259582.3171443683,2831.26938248286,0.1065864303496131
max,low,1955,65,61,2016,118500,14693.999999999998,1261872.6166437797,2290.299499411136,0.10966008189485112
max,low,1955,65,62,2017,127200,15772.799999999996,1264988.4123619795,3115.795718200039,0.10540782313830628
max,low,1955,65,63,2018,128400,15921.6,1267581.452380012,2593.040018032305,0.10822723083327368
max,low,1955,65,64,2019,132900,16479.6,1270635.285958189,3053.8335781770293,0.10565849228861388
max,low,1960,65,21,1981,29700,3177.9000000000005,423490.7207259069,0,0.107
max,low,1960,65,22,1982,32400,3499.2000000000003,423490.7207259069,0,0.108
max,low,1960,65,23,1983,35700,3855.6,423490.7207259069,0,0.108
max,low,1960,65,24,1984,37800,4309.2,423490.7207259069,0,0.114
max,low,1960,65,25,1985,39600,4514.4000000000005,423490.7207259069,0,0.11400000000000002
max,low,1960,65,26,1986,42000,4788,423490.7207259069,0,0.114
max,low,1960,65,27,1987,43800,4993.2,423490.7207259069,0,0.114
max,low,1960,65,28,1988,45000,5454.000000000001,423490.7207259069,0,0.12120000000000002
max,low,1960,65,29,1989,48000,5817.6,423490.7207259069,0,0.1212
max,low,1960,65,30,1990,51300,6361.199999999999,642500.2093676705,219009.48864176357,-0.8921576613843665
max,low,1960,65,31,1991,53400,6621.5999999999995,665921.9762011085,23421.766833438072,0.01124970645283844
max,low,1960,65,32,1992,55500,6881.999999999999,688916.5165101524,22994.54030904383,0.00993287268419734
max,low,1960,65,33,1993,57600,7142.399999999999,712692.8634944151,23776.346984262695,0.00342235777199019
max,low,1960,65,34,1994,60600,7514.399999999999,737064.5144676159,24371.6509732008,-0.00181891519371036
max,low,1960,65,35,1995,61200,7588.799999999999,760630.5457737445,23566.0313061286,-0.00477938441671381
max,low,1960,65,36,1996,62700,7774.799999999999,783774.0778464251,23143.532072680653,-0.00759234322903632
max,low,1960,65,37,1997,65400,8109.6,806493.533803364,22719.45595693891,-0.00802187755005572
max,low,1960,65,38,1998,68400,8481.599999999999,829070.6747565832,22577.140953219143,-0.00846540948629118
max,low,1960,65,39,1999,72600,9002.4,851834.2823290576,22763.6075724744,-0.00925701282644991
max,low,1960,65,40,2000,76200,9448.8,874014.5088020703,22180.226473012703,-0.0073775400750423
max,low,1960,65,41,2001,80400,9969.6,890157.4313603301,16142.9225582598,0.02866508696274162
max,low,1960,65,42,2002,84900,10527.6,907104.2088174382,16946.77745710814,0.02457839165175573
max,low,1960,65,43,2003,87000,10788,924035.793664006,16931.58484656771,0.02309087575776975
max,low,1960,65,44,2004,87900,10899.6,940334.2029720368,16298.409308030736,0.02372498596252096
max,low,1960,65,45,2005,90000,11160,956479.0163861348,16144.813414097996,0.02281614637888876
max,low,1960,65,46,2006,94200,11680.8,972657.5755496369,16178.559163502185,0.02247548667914175
max,low,1960,65,47,2007,97500,12090,988520.5230239097,15862.947474272803,0.0233049944678938
max,low,1960,65,48,2008,102000,12648,1004897.264100568,16376.741076658249,0.02105251871066234
max,low,1960,65,49,2009,106800,13243.2,1022223.1212823642,17325.85718179634,0.01696464168820223
max,low,1960,65,50,2010,106800,13243.2,1039275.9849238392,17052.863641474978,0.01570136792981098
max,low,1960,65,51,2011,106800,13243.2,1055728.245760112,16452.26083627285,0.01700802745861791
max,low,1960,65,52,2012,110100,13652.4,1072148.9185822778,16420.67282216577,0.01886034873420416
max,low,1960,65,53,2013,113700,14098.8,1088957.2135739326,16808.29499165481,0.01780592561787241
max,low,1960,65,54,2014,117000,14508,1105556.0194161069,16598.805842174217,0.01974336486695295
max,low,1960,65,55,2015,118500,14694,1121902.9906560802,16346.971239973323,0.02059730913679141
max,low,1960,65,56,2016,118500,14693.999999999998,1123703.8705458238,1800.8798897436354,0.11240349636321222
max,low,1960,65,57,2017,127200,15772.799999999996,1125724.591678114,2020.7211322903167,0.1115990322992714
max,low,1960,65,58,2018,128400,15921.6,1126663.219821042,938.628142928006,0.11812807868878444
max,low,1960,65,59,2019,132900,16479.6,1127419.6117144844,756.3918934422545,0.11932776735399991
max,low,1960,65,60,2020,137700,17074.8,1128209.606789268,789.9950747834519,0.11924320547391512
max,low,1960,65,61,2021,142800,17707.2,1129653.5220470096,1443.9152577416971,0.1154988945785482
max,low,1960,65,62,2022,147000,18228,1131466.1588607216,1812.6368137120735,0.11332193427388206
max,low,1960,65,63,2023,160200,19864.8,1134843.872152625,3377.7132919030264,0.1049931508082277
max,low,1960,65,64,2024,168600,20906.4,1139200.6937146296,4356.821562004974,0.0997033515894214
max,low,1965,65,21,1986,42000,4788,453934.89986209624,0,0.114
max,low,1965,65,22,1987,43800,4993.2,453934.89986209624,0,0.114
max,low,1965,65,23,1988,45000,5454.000000000001,453934.89986209624,0,0.12120000000000002
max,low,1965,65,24,1989,48000,5817.6,453934.89986209624,0,0.1212
max,low,1965,65,25,1990,51300,6361.199999999999,453934.89986209624,0,0.12399999999999996
max,low,1965,65,26,1991,53400,6621.5999999999995,453934.89986209624,0,0.124
max,low,1965,65,27,1992,55500,6881.999999999999,453934.89986209624,0,0.124
max,low,1965,65,28,1993,57600,7142.399999999999,453934.89986209624,0,0.12399999999999996
max,low,1965,65,29,1994,60600,7514.399999999999,453934.89986209624,0,0.124
max,low,1965,65,30,1995,61200,7588.799999999999,699744.5984357257,245809.69857362943,-1.0923411847069253
max,low,1965,65,31,1996,62700,7774.799999999999,724568.3612661054,24823.76283037977,-0.0038100771329633
max,low,1965,65,32,1997,65400,8109.6,749003.308641196,24434.94737509056,-0.00457480921701344
max,low,1965,65,33,1998,68400,8481.599999999999,773354.6518244884,24351.343183292425,-0.00537577562451553
max,low,1965,65,34,1999,72600,9002.4,797808.801006154,24454.14918166562,-0.00562776826110612
max,low,1965,65,35,2000,76200,9448.8,822045.8640780724,24237.063071918325,-0.00599649588706945
max,low,1965,65,36,2001,80400,9969.6,847071.9286766427,25026.064598570345,-0.00983166341253779
max,low,1965,65,37,2002,84900,10527.6,873305.3146709913,26233.38599434856,-0.01536204506733278
max,low,1965,65,38,2003,87000,10788,899512.0390704358,26206.72439944453,-0.01743017233798958
max,low,1965,65,39,2004,87900,10899.6,927060.4044452136,27548.36537477793,-0.02947577988043342
max,low,1965,65,40,2005,90000,11160,946957.5041333887,19897.099688175014,0.01108166533182839
max,low,1965,65,41,2006,94200,11680.8,964384.0809204364,17426.57678704767,0.024976183087161
max,low,1965,65,42,2007,97500,12090,981541.4918718084,17157.41095137212,0.02537834172708356
max,low,1965,65,43,2008,102000,12648,999066.2420668552,17524.750195046538,0.02424456144165704
max,low,1965,65,44,2009,106800,13243.2,1017767.0179998412,18700.775932986173,0.01938627484878554
max,low,1965,65,45,2010,106800,13243.2,1035979.4085726136,18212.39057277248,0.01926565757995181
max,low,1965,65,46,2011,106800,13243.2,1053684.5119989556,17705.1034263419,0.01973931367266853
max,low,1965,65,47,2012,110100,13652.4,1071371.2466636754,17686.734664719785,0.02145375832639406
max,low,1965,65,48,2013,113700,14098.8,1089414.8932291456,18043.646565470142,0.02077201803975751
max,low,1965,65,49,2014,117000,14508,1107338.5332056868,17923.63997654128,0.02205883929645746
max,low,1965,65,50,2015,118500,14694,1124854.647354728,17516.11414904124,0.0236704620804057
max,low,1965,65,51,2016,118500,14693.999999999998,1142219.5294852592,17364.88213053113,0.02274635571346873
max,low,1965,65,52,2017,127200,15772.799999999996,1160225.0718314103,18005.54234615108,0.02394198021346599
max,low,1965,65,53,2018,128400,15921.6,1177732.0453181132,17506.97348670289,0.02482682146050054
max,low,1965,65,54,2019,132900,16479.6,1195170.9974731482,17438.95215503499,0.02645736500917035
max,low,1965,65,55,2020,137700,17074.8,1212847.4509083843,17676.453435236355,0.02762117103488057
max,low,1965,65,56,2021,142800,17707.2,1213079.7529015816,232.30199319706296,0.12276153671645554
max,low,1965,65,57,2022,147000,18228,1213079.7529015816,0,0.124
max,low,1965,65,58,2023,160200,19864.8,1213415.648788589,335.8958870074712,0.1222884541600981
max,low,1965,65,59,2024,168600,20906.4,1213774.067398107,358.41860951762646,0.12219006220199705
max,low,1965,65,60,2025,176100,21836.4,1214315.2050971473,541.1376990405843,0.1212738683608534
max,low,1965,65,61,2026,183600,22766.4,1215424.4089808944,1109.2038837471046,0.11842059583027569
max,low,1965,65,62,2027,190800,23659.2,1217328.8924714078,1904.4834905134048,0.1144038132890174
max,low,1965,65,63,2028,198900,24663.6,1219889.3409114557,2560.4484400476795,0.11111656031179204
max,low,1965,65,64,2029,207000,25668,1223361.0914892447,3471.7505777892657,0.10652651716866754
max,low,1970,65,21,1991,53400,6621.5999999999995,489497.7913607033,0,0.124
max,low,1970,65,22,1992,55500,6881.999999999999,489497.7913607033,0,0.124
max,low,1970,65,23,1993,57600,7142.399999999999,489497.7913607033,0,0.12399999999999996
max,low,1970,65,24,1994,60600,7514.399999999999,489497.7913607033,0,0.12399999999999996
max,low,1970,65,25,1995,61200,7588.799999999999,489497.7913607033,0,0.124
max,low,1970,65,26,1996,62700,7774.799999999999,489497.7913607033,0,0.124
max,low,1970,65,27,1997,65400,8109.6,489497.7913607033,0,0.124
max,low,1970,65,28,1998,68400,8481.599999999999,489497.7913607033,0,0.12399999999999996
max,low,1970,65,29,1999,72600,9002.4,489497.7913607033,0,0.124
max,low,1970,65,30,2000,76200,9448.8,754279.3623907788,264781.57103007555,-1.1592675909254913
max,low,1970,65,31,2001,80400,9969.6,781268.8523300637,26989.48993928486,-0.00641838277325837
max,low,1970,65,32,2002,84900,10527.6,809512.6626564102,28243.810326346545,-0.01157863788010146
max,low,1970,65,33,2003,87000,10788,837806.5425472234,28293.879890813143,-0.01397476194231298
max,low,1970,65,34,2004,87900,10899.6,865105.5798258157,27299.037278592354,-0.01342608194945453
max,low,1970,65,35,2005,90000,11160,892012.1558932898,26906.57606747409,-0.01397834885567215
max,low,1970,65,36,2006,94200,11680.8,919002.0137013444,26989.857808054658,-0.01458173472672029
max,low,1970,65,37,2007,97500,12090,945680.7548584726,26678.741157128126,-0.01456823950981229
max,low,1970,65,38,2008,102000,12648,972962.6739635528,27281.919105080306,-0.01632578545169843
max,low,1970,65,39,2009,106800,13243.2,1005907.2637854076,32944.58982185472,-0.04252941782944378
max,low,1970,65,40,2010,106800,13243.2,1025568.6753112938,19661.411525886157,0.02183205289527245
max,low,1970,65,41,2011,106800,13243.2,1044653.1088210936,19084.433509799885,0.02245016939356235
max,low,1970,65,42,2012,110100,13652.4,1063717.589058282,19064.480237188167,0.02412084128020818
max,low,1970,65,43,2013,113700,14098.8,1083150.311869455,19432.722811173186,0.0235419831936576
max,low,1970,65,44,2014,117000,14508,1102513.451544297,19363.139674841892,0.02448765527374027
max,low,1970,65,45,2015,118500,14694,1121427.2847898602,18913.83324556332,0.02610772539301503
max,low,1970,65,46,2016,118500,14693.999999999998,1140102.3584142874,18675.0736244272,0.02560365539952472
max,low,1970,65,47,2017,127200,15772.799999999996,1159541.1194022996,19438.76098801219,0.02639049846238224
max,low,1970,65,48,2018,128400,15921.6,1178452.4903136196,18911.370911319973,0.02719807582040722
max,low,1970,65,49,2019,132900,16479.6,1197340.418804564,18887.92849094444,0.02853674337357714
max,low,1970,65,50,2020,137700,17074.8,1216302.2957668402,18961.876962276176,0.0305787541541616
max,low,1970,65,51,2021,142800,17707.2,1234369.224369676,18066.928602835866,0.03696531805544317
max,low,1970,65,52,2022,147000,18228,1252090.4023167307,17721.177947054617,0.03858213694556696
max,low,1970,65,53,2023,160200,19864.8,1270542.827682355,18452.42536562425,0.03903987838695776
max,low,1970,65,54,2024,168600,20906.4,1289149.0469004472,18606.219218092272,0.03909973391662481
max,low,1970,65,55,2025,176100,21836.4,1307927.9439643,18778.897063852753,0.03851558723857157
max,low,1970,65,56,2026,183600,22766.4,1308933.4248932905,1005.4809289905244,0.11942987480277743
max,low,1970,65,57,2027,190800,23659.2,1309509.3623072898,575.9374139993452,0.1213777470181568
max,low,1970,65,58,2028,198900,24663.6,1310153.1223470685,643.7600397786591,0.12107303433598016
max,low,1970,65,59,2029,207000,25668,1310626.1513687514,473.0290216829162,0.12184872184779066
max,low,1970,65,60,2030,215400,26709.6,1311119.398249874,493.246881122468,0.1217558674564206
max,low,1970,65,61,2031,223800,27751.2,1312348.6350801878,1229.2368303139228,0.1183965427096606
max,low,1970,65,62,2032,232500,28830,1314173.6038680284,1824.9687878405675,0.11566388307127014
max,low,1970,65,63,2033,241800,29983.2,1316744.4134583457,2570.809590317309,0.11224573011314048
max,low,1970,65,64,2034,251100,31136.4,1320061.586820133,3317.1733617873397,0.10879612713661126
max,low,1975,65,21,1996,62700,7774.799999999999,531056.6145257516,0,0.124
max,low,1975,65,22,1997,65400,8109.6,531056.6145257516,0,0.124
max,low,1975,65,23,1998,68400,8481.599999999999,531056.6145257516,0,0.124
max,low,1975,65,24,1999,72600,9002.4,531056.6145257516,0,0.124
max,low,1975,65,25,2000,76200,9448.8,531056.6145257516,0,0.124
max,low,1975,65,26,2001,80400,9969.6,531056.6145257516,0,0.124
max,low,1975,65,27,2002,84900,10527.6,531056.6145257516,0,0.124
max,low,1975,65,28,2003,87000,10788,531056.6145257516,0,0.124
max,low,1975,65,29,2004,87900,10899.6,531056.6145257516,0,0.124
max,low,1975,65,30,2005,90000,11160,819173.2939221158,288116.67939636426,-1.1869601944933823
max,low,1975,65,31,2006,94200,11680.8,848355.9003314194,29182.60640930361,-0.00895297863289184
max,low,1975,65,32,2007,97500,12090,877343.6868478431,28987.786516423686,-0.00959248152452418
max,low,1975,65,33,2008,102000,12648,906988.6373638018,29644.950515958713,-0.01129504505885384
max,low,1975,65,34,2009,106800,13243.2,938441.6133840126,31452.976020210772,-0.01707082295071197
max,low,1975,65,35,2010,106800,13243.2,969228.7271474922,30787.113763479632,-0.01795070281272454
max,low,1975,65,36,2011,106800,13243.2,999027.980424825,29799.253277332755,-0.0166934594822838
max,low,1975,65,37,2012,110100,13652.4,1028840.6726480894,29812.69222326437,-0.01458610843485734
max,low,1975,65,38,2013,113700,14098.8,1059257.760775711,30417.08812762157,-0.01552022801080723
max,low,1975,65,39,2014,117000,14508,1093020.0617255138,33762.300949802855,-0.02995784189478402
max,low,1975,65,40,2015,118500,14694,1113542.148381285,20522.086655770898,0.02975485691985176
max,low,1975,65,41,2016,118500,14693.999999999998,1133848.2702542357,20306.12187295081,0.02906808811031489
max,low,1975,65,42,2017,127200,15772.799999999996,1154874.2093842132,21025.93912997772,0.03031986351017367
max,low,1975,65,43,2018,128400,15921.6,1175422.4201389323,20548.210754719097,0.03067379934982918
max,low,1975,65,44,2019,132900,16479.6,1195845.8872454169,20423.467106484575,0.03240959422499181
max,low,1975,65,45,2020,137700,17074.8,1216471.9586367593,20626.07139134244,0.03383262137048307
max,low,1975,65,46,2021,142800,17707.2,1236097.3224509477,19625.3638141884,0.04011306405668496
max,low,1975,65,47,2022,147000,18228,1255339.654358083,19242.3319071352,0.04170330129378091
